frame_index,sample_second,source_frame_index,crop_path,candidate_count,best_x,best_y,best_w,best_h,best_area,best_mean,best_max,dx_from_center,dy_from_center,confidence,notes
90,90.0,2700,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0090.jpg,33,831,610,10,7,38,191.87,203,-129,70,weak,compact low-saturation bright component; audit detector
91,91.0,2730,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0091.jpg,22,789,477,27,29,521,225.56,255,-171,-63,strong,compact low-saturation bright component; audit detector
92,92.0,2760,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0092.jpg,34,923,368,21,21,359,226.93,255,-37,-172,strong,compact low-saturation bright component; audit detector
93,93.0,2790,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0093.jpg,22,564,360,21,27,421,230.37,255,-396,-180,strong,compact low-saturation bright component; audit detector
94,94.0,2820,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0094.jpg,32,870,371,6,6,26,192.77,213,-90,-169,weak,compact low-saturation bright component; audit detector
95,95.0,2850,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0095.jpg,34,1072,325,8,5,32,193.19,214,112,-215,weak,compact low-saturation bright component; audit detector
96,96.0,2880,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0096.jpg,30,1177,412,6,6,27,192.81,220,217,-128,medium,compact low-saturation bright component; audit detector
97,97.0,2910,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0097.jpg,24,723,380,19,27,429,229.52,255,-237,-160,strong,compact low-saturation bright component; audit detector
98,98.0,2940,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0098.jpg,15,738,332,30,28,514,224.06,255,-222,-208,strong,compact low-saturation bright component; audit detector
99,99.0,2970,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0099.jpg,26,645,333,19,30,419,228.41,255,-315,-207,strong,compact low-saturation bright component; audit detector
100,100.0,3000,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0100.jpg,33,1014,358,6,7,31,193.13,214,54,-182,weak,compact low-saturation bright component; audit detector
101,101.0,3030,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0101.jpg,20,800,426,28,26,450,225.28,255,-160,-114,strong,compact low-saturation bright component; audit detector
102,102.0,3060,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0102.jpg,15,941,473,28,28,497,224.23,255,-19,-67,strong,compact low-saturation bright component; audit detector
103,103.0,3090,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0103.jpg,28,949,524,16,28,358,232.37,255,-11,-16,strong,compact low-saturation bright component; audit detector
104,104.0,3120,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0104.jpg,17,854,578,34,27,558,220.8,255,-106,38,strong,compact low-saturation bright component; audit detector
105,105.0,3150,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0105.jpg,22,742,622,26,29,380,227.61,255,-218,82,strong,compact low-saturation bright component; audit detector
106,106.0,3180,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0106.jpg,32,702,587,9,19,142,236.98,255,-258,47,strong,compact low-saturation bright component; audit detector
107,107.0,3210,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0107.jpg,20,772,505,19,29,357,231.99,255,-188,-35,strong,compact low-saturation bright component; audit detector
108,108.0,3240,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0108.jpg,39,1021,505,4,4,13,193.46,215,61,-35,weak,compact low-saturation bright component; audit detector
109,109.0,3270,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0109.jpg,37,1023,577,6,4,18,189.44,207,63,37,weak,compact low-saturation bright component; audit detector
110,110.0,3300,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0110.jpg,46,972,555,4,5,16,205.62,233,12,15,medium,compact low-saturation bright component; audit detector
111,111.0,3330,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0111.jpg,24,753,429,20,29,369,228.52,255,-207,-111,strong,compact low-saturation bright component; audit detector
112,112.0,3360,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0112.jpg,36,701,477,11,18,130,227.85,255,-259,-63,strong,compact low-saturation bright component; audit detector
113,113.0,3390,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0113.jpg,29,703,533,8,23,136,227.18,255,-257,-7,strong,compact low-saturation bright component; audit detector
114,114.0,3420,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0114.jpg,32,716,565,12,24,247,233.1,255,-244,25,strong,compact low-saturation bright component; audit detector
115,115.0,3450,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0115.jpg,31,719,540,16,14,165,228.96,255,-241,0,strong,compact low-saturation bright component; audit detector
116,116.0,3480,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0116.jpg,22,1060,346,5,9,39,207.03,229,100,-194,medium,compact low-saturation bright component; audit detector
117,117.0,3510,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0117.jpg,36,1262,590,14,9,88,216.62,222,302,50,medium,compact low-saturation bright component; audit detector
118,118.0,3540,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0118.jpg,35,807,432,10,7,51,211.0,226,-153,-108,medium,compact low-saturation bright component; audit detector
119,119.0,3570,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0119.jpg,13,1416,521,10,10,86,229.81,241,456,-19,strong,compact low-saturation bright component; audit detector
120,120.0,3600,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0120.jpg,4,772,345,5,5,20,211.15,221,-188,-195,medium,compact low-saturation bright component; audit detector
121,121.0,3630,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0121.jpg,4,890,476,4,4,13,216.92,229,-70,-64,medium,compact low-saturation bright component; audit detector
122,122.0,3660,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0122.jpg,0,,,,,,,,,,none,no compact low-saturation bright component detected
123,123.0,3690,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0123.jpg,4,832,654,5,5,21,221.19,232,-128,114,medium,compact low-saturation bright component; audit detector
124,124.0,3720,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0124.jpg,11,1130,300,7,9,47,201.87,213,170,-240,weak,compact low-saturation bright component; audit detector
125,125.0,3750,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0125.jpg,10,699,296,18,28,419,243.76,255,-261,-244,strong,compact low-saturation bright component; audit detector
126,126.0,3780,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0126.jpg,1,583,445,4,4,13,214.54,219,-377,-95,weak,compact low-saturation bright component; audit detector
127,127.0,3810,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0127.jpg,8,784,564,11,12,122,212.44,234,-176,24,medium,compact low-saturation bright component; audit detector
128,128.0,3840,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0128.jpg,2,789,562,19,13,122,229.12,255,-171,22,strong,compact low-saturation bright component; audit detector
129,129.0,3870,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0129.jpg,10,832,475,4,5,17,209.71,215,-128,-65,weak,compact low-saturation bright component; audit detector
130,130.0,3900,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0130.jpg,5,1157,328,26,11,227,239.25,255,197,-212,strong,compact low-saturation bright component; audit detector
131,131.0,3930,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0131.jpg,37,796,424,9,10,55,202.56,217,-164,-116,weak,compact low-saturation bright component; audit detector
132,132.0,3960,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0132.jpg,28,1107,636,7,9,52,207.25,230,147,96,medium,compact low-saturation bright component; audit detector
133,133.0,3990,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0133.jpg,33,675,648,11,8,63,207.98,238,-285,108,strong,compact low-saturation bright component; audit detector
134,134.0,4020,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0134.jpg,32,1156,685,7,8,43,212.3,242,196,145,strong,compact low-saturation bright component; audit detector
135,135.0,4050,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0135.jpg,9,964,573,2,9,18,169.06,205,4,33,weak,compact low-saturation bright component; audit detector
136,136.0,4080,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0136.jpg,0,,,,,,,,,,none,no compact low-saturation bright component detected
137,137.0,4110,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/one-fps-center-crops/DOD_111689030/frame_0137.jpg,22,1131,289,3,3,9,221.67,254,171,-251,medium,compact low-saturation bright component; audit detector
