record_id,title,agency,type,release_date,status,asset_url,asset_filename,dvids_video_id,local_exact_filename_match
,FBI Photo B002,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b2.pdf,fbi-photo-b2.pdf,,no
,FBI Photo B003,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b3.pdf,fbi-photo-b3.pdf,,no
,FBI Photo B004,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b4.pdf,fbi-photo-b4.pdf,,no
,FBI Photo B005,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b5.pdf,fbi-photo-b5.pdf,,no
,FBI Photo B006,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b6.pdf,fbi-photo-b6.pdf,,yes
,FBI Photo B007,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b7.pdf,fbi-photo-b7.pdf,,no
,FBI Photo B008,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b8.pdf,fbi-photo-b8.pdf,,no
,FBI Photo B009,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b9.pdf,fbi-photo-b9.pdf,,no
,FBI Photo B010,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b10.pdf,fbi-photo-b10.pdf,,no
,FBI Photo B011,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b11.pdf,fbi-photo-b11.pdf,,no
,FBI Photo B012,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b12.pdf,fbi-photo-b12.pdf,,no
,FBI Photo B013,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b13.pdf,fbi-photo-b13.pdf,,no
,FBI Photo B014,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b14.pdf,fbi-photo-b14.pdf,,no
,FBI Photo B015,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b15.pdf,fbi-photo-b15.pdf,,no
,FBI Photo B016,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b16.pdf,fbi-photo-b16.pdf,,no
,FBI Photo B017,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b17.pdf,fbi-photo-b17.pdf,,no
,FBI Photo B018,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b18.pdf,fbi-photo-b18.pdf,,no
,FBI Photo B019,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b19.pdf,fbi-photo-b19.pdf,,no
,FBI Photo B020,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b20.pdf,fbi-photo-b20.pdf,,no
,FBI Photo B021,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b21.pdf,fbi-photo-b21.pdf,,no
,FBI Photo B022,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b22.pdf,fbi-photo-b22.pdf,,no
,FBI Photo B023,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b23.pdf,fbi-photo-b23.pdf,,no
,FBI Photo B024,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b24.pdf,fbi-photo-b24.pdf,,no
,FBI September 2023 Sighting - Composite Sketch,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/2024-04-30-composite-sketch.pdf,2024-04-30-composite-sketch.pdf,,yes
,FBI September 2023 Sighting - Serial 003,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/serial 5 redacted_redacted.pdf,serial 5 redacted_redacted.pdf,,yes
,FBI September 2023 Sighting - Serial 004,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/serial-3_redacted.pdf,serial-3_redacted.pdf,,yes
,FBI September 2023 Sighting - Serial 005,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/serial-4-redacted_redacted.pdf,serial-4-redacted_redacted.pdf,,yes
NASA-UAP-D001,"NASA-UAP-D001, Apollo 12 Transcript, 1969",NASA,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d1-apollo-12-transcript-1969.pdf,nasa-uap-d1-apollo-12-transcript-1969.pdf,,yes
NASA-UAP-D002,"NASA-UAP-D002, Apollo 17 Transcript, 1972",NASA,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d2-apollo-17-transcript-1972.pdf,nasa-uap-d2-apollo-17-transcript-1972.pdf,,yes
NASA-UAP-D003,"NASA-UAP-D003, Gemini 7 Transcript, 1965",NASA,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/255_t_763_r1b_transcripts.pdf,255_t_763_r1b_transcripts.pdf,,yes
NASA-UAP-D003A,"NASA-UAP-D003A, Gemini 7 Audio Excerpt, 1965",NASA,AUD,5/8/26,existing_record_id,,,1006119,
NASA-UAP-D004,"NASA-UAP-D004, Apollo 11 Technical Crew Debriefing, 1969",NASA,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,,yes
NASA-UAP-D005,"NASA-UAP-D005, Apollo 17 Crew Debriefing for Science, 1973",NASA,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf,,yes
NASA-UAP-D006,"NASA-UAP-D006, Apollo 17 Technical Crew Debriefing, 1973",NASA,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf,,yes
NASA-UAP-D007,"NASA-UAP-D007, Skylab Techincal Crew Debriefing 1973",NASA,PDF,5/8/26,existing_record_id,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,,yes
,"NASA-UAP-VM001, Apollo 12, 1969",NASA,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm1-apollo-12-1969.jpg,nasa-uap-vm1-apollo-12-1969.jpg,,yes
,"NASA-UAP-VM002, Apollo 12, 1969",NASA,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm2-apollo-12-1969.jpg,nasa-uap-vm2-apollo-12-1969.jpg,,yes
,"NASA-UAP-VM003, Apollo 12, 1969",NASA,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm3-apollo-12-1969.jpg,nasa-uap-vm3-apollo-12-1969.jpg,,yes
,"NASA-UAP-VM004, Apollo 12, 1969",NASA,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm4-apollo-12-1969.jpg,nasa-uap-vm4-apollo-12-1969.jpg,,yes
,"NASA-UAP-VM005, Apollo 12, 1969",NASA,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm5-apollo-12-1969.jpg,nasa-uap-vm5-apollo-12-1969.jpg,,yes
,"NASA-UAP-VM006, Apollo 17, 1972",NASA,IMG,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm6-apollo-17-1972.jpg,nasa-uap-vm6-apollo-17-1972.jpg,,yes
,"State Department UAP Cable 001, Papua New Guinea, January 28, 1985",Department of State,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/dos-uap-d1-cable-1-papua-new-guinea-january-1985.pdf,dos-uap-d1-cable-1-papua-new-guinea-january-1985.pdf,,yes
,"State Department UAP Cable 002, Kazakhstan, January 31, 1994",Department of State,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/dos-uap-d2-cable-2-kazakhstan-january-1994.pdf,dos-uap-d2-cable-2-kazakhstan-january-1994.pdf,,yes
,"State Department UAP Cable 003, Tbilisi, Georgia, October 30, 2001",Department of State,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/059uap00011.pdf,059uap00011.pdf,,yes
,"State Department UAP Cable 004, Ashgabat, Turkmenistan, November 5, 2004",Department of State,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/059uap00012.pdf,059uap00012.pdf,,yes
,"State Department UAP Cable 005, Mexico, September 16, 2003",Department of State,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/059uap00013.pdf,059uap00013.pdf,,yes
,USPER Statement about UAP Sighting,FBI,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/usper-statement-redacted.pdf,usper-statement-redacted.pdf,,yes
,Western US Event,Department of War,PDF,5/8/26,existing_asset_url,https://www.war.gov/medialink/ufo/release_1/western_us_event_slides_5.08.2026.pdf,western_us_event_slides_5.08.2026.pdf,,yes
